canonical,winner_provider,winner_source,winner_id,winner_name,future_programmes,future_hours,desc_pct,rank_score,alternatives_count,alternatives,decision
radio mariam arabic,epgshare,AE1,Radio.Mariam.Arabic.ae,Radio Mariam Arabic,62,57.9,100.0,235.56,0,,UNIQUE
better life radio,epgshare,AE1,Better.Life.Radio.ae,Better Life Radio,62,57.9,100.0,235.56,0,,UNIQUE
radio salam,epgshare,AE1,Radio.Salam.ae,Radio Salam,62,57.9,100.0,235.56,0,,UNIQUE
mowagahat 1,epgshare,AE1,Mowagahat-1.ae,Mowagahat-1,62,57.9,100.0,235.56,0,,UNIQUE
rdk,epgshare,AE1,RDK.ae,RDK,62,57.9,100.0,235.56,0,,UNIQUE
mowajahat,epgshare,AE1,Mowajahat.ae,Mowajahat,62,57.9,100.0,235.56,0,,UNIQUE
french,epgshare,AE1,French.ae,French,62,57.9,100.0,235.56,0,,UNIQUE
pishto,epgshare,AE1,Pishto.ae,Pishto,62,57.9,100.0,235.56,0,,UNIQUE
bengali,epgshare,AE1,Bengali.ae,Bengali,62,57.9,100.0,235.56,0,,UNIQUE
mowagahat 2,epgshare,AE1,Mowagahat-2.ae,Mowagahat-2,62,57.9,100.0,235.56,0,,UNIQUE
canal radio,epgshare,AE1,Canal.Radio.ae,Canal Radio,62,57.9,100.0,235.56,0,,UNIQUE
rojava fm,epgshare,AE1,Rojava.FM.ae,Rojava FM,62,57.9,100.0,235.56,0,,UNIQUE
mowagahat 8,epgshare,AE1,Mowagahat-8.ae,Mowagahat-8,62,57.9,100.0,235.56,0,,UNIQUE
adm r3,epgshare,AE1,ADM.R3.ae,ADM R3,62,57.9,100.0,235.56,0,,UNIQUE
adm r4,epgshare,AE1,ADM.R4.ae,ADM R4,62,57.9,100.0,235.56,0,,UNIQUE
dw a2,epgshare,AE1,DW.A2.ae,DW A2,62,57.9,100.0,235.56,0,,UNIQUE
dw05,epgshare,AE1,DW05.ae,DW05,62,57.9,100.0,235.56,0,,UNIQUE
eri radio 1,epgshare,AE1,ERI.Radio.1.ae,ERI Radio 1,62,57.9,100.0,235.56,0,,UNIQUE
eri radio 2,epgshare,AE1,ERI.Radio.2.ae,ERI Radio 2,62,57.9,100.0,235.56,0,,UNIQUE
eri radio 3,epgshare,AE1,ERI.Radio.3.ae,ERI Radio 3,62,57.9,100.0,235.56,0,,UNIQUE
eri radio 4,epgshare,AE1,ERI.Radio.4.ae,ERI Radio 4,62,57.9,100.0,235.56,0,,UNIQUE
moonbug kids sa,openepg,saudiarabia5,Moonbug Kids.sa,Moonbug Kids.sa,56,57.9,100.0,235.37,0,,UNIQUE
أو إس إن كوميدي eg,openepg,egypt1,أو إس إن كوميدي.eg,أو إس إن كوميدي.eg,85,36.9,100.0,235.31,0,,UNIQUE
sky news arabia sa,openepg,saudiarabia5,Sky News Arabia HD.sa,Sky News Arabia HD.sa,54,57.9,100.0,233.97,2,openepg:saudiarabia1:Sky News Arabia HD.sa:197.81;openepg:saudiarabia2:Sky News Arabia HD.sa:171.17,WINNER_OF_DUPLICATES
ktv 1 sa,openepg,saudiarabia5,KTV Channel 1 HD.sa,KTV Channel 1 HD.sa,92,38.2,100.0,233.97,0,,UNIQUE
الحدث ae,openepg,uae6,الحدث.ae,الحدث.ae,67,44.9,100.0,233.51,0,,UNIQUE
rotana kids sa,openepg,saudiarabia1,Rotana Kids.sa,Rotana Kids.sa,91,38.2,100.0,233.27,1,openepg:saudiarabia2:Rotana Kids.sa:194.99,WINNER_OF_DUPLICATES
osntv comedy sa,openepg,saudiarabia5,OSNtv Comedy.sa,OSNtv Comedy.sa,90,38.7,100.0,233.25,0,,UNIQUE
العربية ae,openepg,uae6,العربية.ae,العربية.ae,64,44.9,100.0,231.41,0,,UNIQUE
bahrain sa,openepg,saudiarabia5,Bahrain TV.sa,Bahrain TV.sa,87,38.4,100.0,230.74,2,openepg:saudiarabia1:Bahrain TV.sa:197.81;openepg:saudiarabia2:Bahrain TV.sa:171.17,WINNER_OF_DUPLICATES
قناة العاصوف ae,openepg,uae6,قناة العاصوف.ae,قناة العاصوف.ae,63,44.8,100.0,230.58,0,,UNIQUE
cnbc arabia sa,openepg,saudiarabia1,CNBC Arabia.sa,CNBC Arabia.sa,87,38.2,100.0,230.47,1,openepg:saudiarabia2:CNBC Arabia.sa:193.59,WINNER_OF_DUPLICATES
mbc action ae,openepg,uae6,MBC Action.ae,MBC Action.ae,63,44.9,100.0,227.72,0,,UNIQUE
mbc4 ae,openepg,uae6,MBC4.ae,MBC4.ae,70,44.8,100.0,227.48,0,,UNIQUE
cnn sa,openepg,saudiarabia5,CNN HD.sa,CNN HD.sa,43,57.9,100.0,226.26,2,openepg:saudiarabia1:CNN.sa:207.64;openepg:saudiarabia2:CNN.sa:176.76,WINNER_OF_DUPLICATES
قناة باب الحارة ae,openepg,uae6,قناة باب الحارة.ae,قناة باب الحارة.ae,54,45.3,100.0,224.95,0,,UNIQUE
قناة مرايا ae,openepg,uae6,قناة مرايا.ae,قناة مرايا.ae,53,45.0,100.0,223.85,0,,UNIQUE
bbc world news sa,openepg,saudiarabia1,BBC World News.sa,BBC World News.sa,77,38.4,100.0,223.74,1,openepg:saudiarabia2:BBC World News.sa:190.09,WINNER_OF_DUPLICATES
rt news sa,openepg,saudiarabia1,RT News.sa,RT News.sa,77,38.4,100.0,223.74,1,openepg:saudiarabia2:RT News.sa:187.99,WINNER_OF_DUPLICATES
oman sa,openepg,saudiarabia5,Oman TV.sa,Oman TV.sa,74,38.5,100.0,221.78,2,openepg:saudiarabia1:Oman TV.sa:197.81;openepg:saudiarabia2:Oman TV.sa:171.17,WINNER_OF_DUPLICATES
motorvision sa,openepg,saudiarabia5,MOTORVISION.sa,MOTORVISION.sa,74,38.4,100.0,221.64,0,,UNIQUE
hgtv sa,openepg,saudiarabia1,HGTV.sa,HGTV.sa,72,38.5,100.0,220.38,1,openepg:saudiarabia2:HGTV.sa:182.55,WINNER_OF_DUPLICATES
al mamlaka sa,openepg,saudiarabia1,Al Mamlaka TV.sa,Al Mamlaka TV.sa,71,38.9,100.0,220.22,1,openepg:saudiarabia2:Al Mamlaka TV.sa:186.56,WINNER_OF_DUPLICATES
أو إس إن شو كايس eg,openepg,egypt1,أو إس إن شو كايس.eg,أو إس إن شو كايس.eg,63,37.1,100.0,220.19,0,,UNIQUE
alfa al safwa sa,openepg,saudiarabia5,Alfa Al Safwa.sa,Alfa Al Safwa.sa,71,38.4,100.0,219.54,0,,UNIQUE
mbc5 ae,openepg,uae6,MBC5.ae,MBC5.ae,55,45.1,100.0,217.38,0,,UNIQUE
space toon sa,openepg,saudiarabia1,Space Toon.sa,Space Toon.sa,67,38.2,100.0,216.47,1,openepg:saudiarabia2:Space Toon.sa:185.89,WINNER_OF_DUPLICATES
osntv showcase sa,openepg,saudiarabia5,OSNtv Showcase.sa,OSNtv Showcase.sa,66,38.7,100.0,216.44,0,,UNIQUE
mbc persia ae,openepg,uae6,MBC Persia.ae,MBC Persia.ae,62,44.6,90.3,215.46,0,,UNIQUE
cn arabia sa,openepg,saudiarabia5,CN Arabia.sa,CN Arabia.sa,27,57.9,100.0,215.06,0,,UNIQUE
saudi 1 sa,openepg,saudiarabia1,Saudi 1.sa,Saudi 1.sa,65,38.1,100.0,214.94,1,openepg:saudiarabia2:Saudi 1.sa:181.42,WINNER_OF_DUPLICATES
أو إٍس إن ناو eg,openepg,egypt1,أو إٍس إن ناو.eg,أو إٍس إن ناو.eg,55,37.3,100.0,214.85,0,,UNIQUE
stv1 sa,openepg,saudiarabia5,STV1 HD.sa,STV1 HD.sa,63,38.9,100.0,214.62,0,,UNIQUE
osn now eg,openepg,egypt2,OSN TV Now.eg,OSN TV Now.eg,60,40.3,100.0,214.41,0,,UNIQUE
mbc 4 sa,openepg,saudiarabia1,MBC 4 HD.sa,MBC 4 HD.sa,61,38.9,100.0,213.22,3,openepg:saudiarabia2:MBC 4 HD.sa:181.67;openepg:saudiarabia4:MBC 4 HD.sa:181.67;openepg:saudiarabia3:MBC 4 HD.sa:155.07,WINNER_OF_DUPLICATES
gametoon sa,openepg,saudiarabia5,Gametoon.sa,Gametoon.sa,58,39.9,100.0,212.47,0,,UNIQUE
قناة مسرح مصر ae,openepg,uae6,قناة مسرح مصر.ae,قناة مسرح مصر.ae,36,45.1,100.0,212.09,0,,UNIQUE
osn showcase eg,openepg,egypt2,OSN TV Showcase.eg,OSN TV Showcase.eg,67,40.7,92.5,211.59,0,,UNIQUE
أو إس إن ياهلا eg,openepg,egypt1,أو إس إن ياهلا.eg,أو إس إن ياهلا.eg,50,37.4,100.0,211.49,0,,UNIQUE
osntv now sa,openepg,saudiarabia5,OSNtv Now.sa,OSNtv Now.sa,59,38.6,100.0,211.41,0,,UNIQUE
مصر دراما ae,openepg,uae6,مصر دراما.ae,مصر دراما.ae,47,38.9,100.0,211.41,0,,UNIQUE
mbc action sa,openepg,saudiarabia1,MBC Action HD.sa,MBC Action HD.sa,52,38.4,100.0,211.24,3,openepg:saudiarabia2:MBC Action HD.sa:181.66;openepg:saudiarabia4:MBC Action HD.sa:181.66;openepg:saudiarabia3:MBC Action HD.sa:154.2,WINNER_OF_DUPLICATES
osntv showcase classics sa,openepg,saudiarabia5,OSNtv Showcase Classics.sa,OSNtv Showcase Classics.sa,58,38.4,100.0,210.44,0,,UNIQUE
eclutch live sa,openepg,saudiarabia5,eClutch LIVE.sa,eClutch LIVE.sa,57,38.9,100.0,210.41,0,,UNIQUE
osn ya hala eg,openepg,egypt2,OSN Ya Hala.eg,OSN Ya Hala.eg,54,40.3,100.0,210.2,0,,UNIQUE
mbc variety sa,openepg,saudiarabia1,MBC VARIETY.sa,MBC VARIETY.sa,54,39.5,100.0,209.12,1,openepg:saudiarabia2:MBC VARIETY.sa:175.25,WINNER_OF_DUPLICATES
alfa al yawm sa,openepg,saudiarabia5,Alfa Al Yawm HD.sa,Alfa Al Yawm HD.sa,53,39.9,100.0,208.97,0,,UNIQUE
fatafeat sa,openepg,saudiarabia5,Fatafeat.sa,Fatafeat.sa,55,38.7,100.0,208.75,2,openepg:saudiarabia1:Fatafeat.sa:207.34;openepg:saudiarabia2:Fatafeat.sa:177.47,WINNER_OF_DUPLICATES
أو إس إن ياهلا بالعربي eg,openepg,egypt1,أو إس إن ياهلا بالعربي.eg,أو إس إن ياهلا بالعربي.eg,46,37.4,100.0,208.69,0,,UNIQUE
tlc sa,openepg,saudiarabia5,TLC HD.sa,TLC HD.sa,55,38.5,100.0,208.47,2,openepg:saudiarabia1:TLC HD.sa:207.07;openepg:saudiarabia2:TLC HD.sa:175.55,WINNER_OF_DUPLICATES
أو إس إن كرايم eg,openepg,egypt1,أو إس إن كرايم.eg,أو إس إن كرايم.eg,45,37.7,100.0,208.4,0,,UNIQUE
dubai sa,openepg,saudiarabia5,Dubai TV HD.sa,Dubai TV HD.sa,54,38.9,100.0,208.31,2,openepg:saudiarabia1:Dubai.sa:201.31;openepg:saudiarabia2:Dubai.sa:173.26,WINNER_OF_DUPLICATES
nat geo wild sa,openepg,saudiarabia1,Nat. Geo. Wild HD.sa,Nat. Geo. Wild HD.sa,54,38.7,100.0,208.05,1,openepg:saudiarabia2:Nat. Geo. Wild HD.sa:178.17,WINNER_OF_DUPLICATES
osntv one sa,openepg,saudiarabia5,OSNtv One.sa,OSNtv One.sa,54,38.7,100.0,208.05,0,,UNIQUE
osn crime eg,openepg,egypt2,OSN TV Crime.eg,OSN TV Crime.eg,49,41.1,100.0,207.78,0,,UNIQUE
abu dhabi sa,openepg,saudiarabia5,Abu Dhabi TV HD.sa,Abu Dhabi TV HD.sa,53,38.9,100.0,207.62,4,openepg:saudiarabia1:Abu Dhabi.sa:206.22;openepg:saudiarabia2:Abu Dhabi.sa:173.99;openepg:saudiarabia4:Abu Dhabi TV HD.sa:173.99;openepg:saudiarabia3:Abu Dhabi TV HD.sa:150.72,WINNER_OF_DUPLICATES
إم بي سي مصر دراما eg,openepg,egypt1,إم بي سي مصر دراما.eg,إم بي سي مصر دراما.eg,45,37.1,100.0,207.59,0,,UNIQUE
أفلام ae,openepg,uae6,أفلام.ae,أفلام.ae,27,46.4,100.0,207.54,0,,UNIQUE
mbc masr drama eg,openepg,egypt2,MBC Masr Drama.eg,MBC Masr Drama.eg,49,40.5,100.0,206.97,0,,UNIQUE
food network sa,openepg,saudiarabia1,Food Network.sa,Food Network.sa,52,38.9,100.0,206.91,1,openepg:saudiarabia2:Food Network.sa:176.76,WINNER_OF_DUPLICATES
osntv yahala sa,openepg,saudiarabia5,OSNtv Yahala.sa,OSNtv Yahala.sa,52,38.8,100.0,206.78,0,,UNIQUE
mbc drama sa,openepg,saudiarabia1,MBC+ Drama HD.sa,MBC+ Drama HD.sa,52,38.5,100.0,206.38,6,openepg:saudiarabia1:MBC Drama HD.sa:197.81;openepg:saudiarabia5:MBC Drama.sa:197.12;openepg:saudiarabia2:MBC+ Drama HD.sa:174.28;openepg:saudiarabia2:MBC Drama HD.sa:171.17;openepg:saudiarabia4:MBC Drama HD.sa:171.17;openepg:saudiarabia3:MBC Drama HD.sa:148.62,WINNER_OF_DUPLICATES
stc drama sa,openepg,saudiarabia1,stc tv drama.sa,stc tv drama.sa,52,38.4,100.0,206.24,1,openepg:saudiarabia2:stc tv drama.sa:177.19,WINNER_OF_DUPLICATES
nat geo ad sa,openepg,saudiarabia1,Nat. Geo. AD.sa,Nat. Geo. AD.sa,52,38.2,100.0,205.97,1,openepg:saudiarabia2:Nat. Geo. AD.sa:177.22,WINNER_OF_DUPLICATES
osn yahala bil arabi eg,openepg,egypt2,OSN TV Yahala Bil Arabi.eg,OSN TV Yahala Bil Arabi.eg,50,40.8,98.0,205.88,0,,UNIQUE
cn english sa,openepg,saudiarabia1,CN English.sa,CN English.sa,50,38.9,100.0,205.51,1,openepg:saudiarabia2:CN English.sa:176.79,WINNER_OF_DUPLICATES
osn one eg,openepg,egypt2,OSN TV One.eg,OSN TV One.eg,54,41.3,94.4,205.4,0,,UNIQUE
nat geographic sa,openepg,saudiarabia1,Nat. Geographic.sa,Nat. Geographic.sa,51,38.2,100.0,205.27,1,openepg:saudiarabia2:Nat. Geographic.sa:176.09,WINNER_OF_DUPLICATES
0004 cnn international logo svg qa,openepg,qatar5,0004 CNN International logo.svg.qa,0004 CNN International logo.svg.qa,208,38.0,0.0,204.9,1,openepg:qatar4:0004 CNN International logo.svg.qa:107.47,WINNER_OF_DUPLICATES
sama dubai sa,openepg,saudiarabia1,Sama Dubai.sa,Sama Dubai.sa,49,38.9,100.0,204.81,1,openepg:saudiarabia2:Sama Dubai.sa:174.69,WINNER_OF_DUPLICATES
bein series 2 eg,openepg,egypt2,beIN Series HD 2.eg,beIN Series HD 2.eg,46,40.4,95.7,204.79,0,,UNIQUE
discovery family sa,openepg,saudiarabia1,Discovery Family HD.sa,Discovery Family HD.sa,50,38.3,100.0,204.7,1,openepg:saudiarabia2:Discovery Family HD.sa:175.53,WINNER_OF_DUPLICATES
osntv iqiyi sa,openepg,saudiarabia5,OSNtv iQIYI.sa,OSNtv iQIYI.sa,49,38.6,100.0,204.41,0,,UNIQUE
discovery sa,openepg,saudiarabia1,Discovery HD.sa,Discovery HD.sa,49,38.5,100.0,204.28,2,openepg:saudiarabia2:Discovery HD.sa:175.93;openepg:saudiarabia5:Discovery Channel HD.sa:141.16,WINNER_OF_DUPLICATES
star world sa,openepg,saudiarabia1,Star World HD.sa,Star World HD.sa,49,38.5,100.0,204.28,1,openepg:saudiarabia2:Star World HD.sa:175.82,WINNER_OF_DUPLICATES
أو إس إن وان eg,openepg,egypt1,أو إس إن وان.eg,أو إس إن وان.eg,50,36.9,94.0,204.21,0,,UNIQUE
eclutch access sa,openepg,saudiarabia5,eClutch Access.sa,eClutch Access.sa,48,38.9,100.0,204.12,0,,UNIQUE
alfa series sa,openepg,saudiarabia5,Alfa Series HD.sa,Alfa Series HD.sa,41,38.4,100.0,203.54,0,,UNIQUE
mbc masr 2 sa,openepg,saudiarabia1,MBC MASR 2.sa,MBC MASR 2.sa,48,38.4,100.0,203.44,1,openepg:saudiarabia2:MBC MASR 2.sa:176.63,WINNER_OF_DUPLICATES
osntv crime sa,openepg,saudiarabia5,OSNtv Crime.sa,OSNtv Crime.sa,48,38.4,100.0,203.44,0,,UNIQUE
movies action ae,openepg,uae6,Movies Action.ae,Movies Action.ae,26,46.1,100.0,203.44,0,,UNIQUE
animal planet sa,openepg,saudiarabia1,Animal Planet HD.sa,Animal Planet HD.sa,47,38.8,100.0,203.28,2,openepg:saudiarabia2:Animal Planet HD.sa:173.26;openepg:saudiarabia5:Animal Planet HD.sa:139.06,WINNER_OF_DUPLICATES
بي إن سيريس إتش دي 2 eg,openepg,egypt1,بي إن سيريس إتش دي 2.eg,بي إن سيريس إتش دي 2.eg,39,36.9,100.0,203.12,0,,UNIQUE
وان دراما eg,openepg,egypt1,وان دراما.eg,وان دراما.eg,38,37.4,100.0,203.09,0,,UNIQUE
al emarat sa,openepg,saudiarabia1,Al Emarat.sa,Al Emarat.sa,47,38.4,100.0,202.74,1,openepg:saudiarabia2:Al Emarat.sa:176.06,WINNER_OF_DUPLICATES
al dafrah sa,openepg,saudiarabia1,Al Dafrah.sa,Al Dafrah.sa,46,38.9,100.0,202.72,1,openepg:saudiarabia2:Al Dafrah.sa:173.99,WINNER_OF_DUPLICATES
ginx sa,openepg,saudiarabia5,Ginx.sa,Ginx.sa,46,38.4,100.0,202.04,0,,UNIQUE
al nahar drama eg,openepg,egypt2,Al Nahar Drama.eg,Al Nahar Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
bein drama eg,openepg,egypt2,beIN Drama.eg,beIN Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
cbc drama eg,openepg,egypt2,CBC Drama.eg,CBC Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
on drama eg,openepg,egypt2,ON Drama.eg,ON Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
rotana drama eg,openepg,egypt2,Rotana Drama.eg,Rotana Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
sada el balad drama eg,openepg,egypt2,Sada El Balad Drama.eg,Sada El Balad Drama.eg,41,40.9,100.0,201.92,0,,UNIQUE
osntv yahala bil arabi sa,openepg,saudiarabia5,OSNtv Yahala Bil Arabi.sa,OSNtv Yahala Bil Arabi.sa,46,38.3,100.0,201.91,0,,UNIQUE
أون دراما eg,openepg,egypt1,أون دراما.eg,أون دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
النهار دراما eg,openepg,egypt1,النهار دراما.eg,النهار دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
بي إن دراما eg,openepg,egypt1,بي إن دراما.eg,بي إن دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
روتانا دراما eg,openepg,egypt1,روتانا دراما.eg,روتانا دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
سي بي سي دراما eg,openepg,egypt1,سي بي سي دراما.eg,سي بي سي دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
صدى البلد دراما eg,openepg,egypt1,صدى البلد دراما.eg,صدى البلد دراما.eg,37,36.9,100.0,201.72,0,,UNIQUE
hgtv qa,openepg,qatar4,HGTV.qa,HGTV.qa,204,37.7,0.0,201.69,1,openepg:qatar5:HGTV.qa:80.81,WINNER_OF_DUPLICATES
mbc max ae,openepg,uae6,MBC MAX.ae,MBC MAX.ae,31,45.9,100.0,201.67,0,,UNIQUE
one drama eg,openepg,egypt2,One Drama.eg,One Drama.eg,41,40.4,100.0,201.24,0,,UNIQUE
al nahar sa,openepg,saudiarabia1,Al Nahar.sa,Al Nahar.sa,44,38.4,100.0,200.64,3,openepg:saudiarabia2:Al Nahar.sa:173.99;openepg:saudiarabia4:Al Nahar TV.sa:172.59;openepg:saudiarabia3:Al Nahar TV.sa:147.24,WINNER_OF_DUPLICATES
sbc sa,openepg,saudiarabia1,SBC.sa,SBC.sa,43,38.9,100.0,200.62,1,openepg:saudiarabia2:SBC.sa:171.87,WINNER_OF_DUPLICATES
eclutch live 2 sa,openepg,saudiarabia5,eClutch LIVE 2.sa,eClutch LIVE 2.sa,43,38.9,100.0,200.62,0,,UNIQUE
rotana sa,openepg,saudiarabia1,Rotana + HD.sa,Rotana + HD.sa,42,38.7,100.0,199.65,1,openepg:saudiarabia2:Rotana + HD.sa:173.94,WINNER_OF_DUPLICATES
mbc2 ae,openepg,uae6,MBC2.ae,MBC2.ae,30,44.9,100.0,199.62,0,,UNIQUE
بي إن سيريس eg,openepg,egypt1,بي إن سيريس.eg,بي إن سيريس.eg,33,36.9,100.0,198.92,0,,UNIQUE
zekrayat sa,openepg,saudiarabia1,Zekrayat.sa,Zekrayat.sa,40,38.4,100.0,197.84,1,openepg:saudiarabia2:Zekrayat.sa:170.49,WINNER_OF_DUPLICATES
ad sports 1 sa,openepg,saudiarabia1,AD Sports 1.sa,AD Sports 1.sa,39,38.9,100.0,197.81,2,openepg:saudiarabia2:AD Sports 1.sa:171.17;openepg:saudiarabia5:AD Sports 1 HD.sa:135.56,WINNER_OF_DUPLICATES
ad sports premium 1 sa,openepg,saudiarabia1,AD Sports Premium 1.sa,AD Sports Premium 1.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:AD Sports Premium 1.sa:171.17,WINNER_OF_DUPLICATES
ad sports premium 2 sa,openepg,saudiarabia1,AD Sports Premium 2.sa,AD Sports Premium 2.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:AD Sports Premium 2.sa:171.17,WINNER_OF_DUPLICATES
aghani aghani sa,openepg,saudiarabia1,Aghani Aghani.sa,Aghani Aghani.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Aghani Aghani.sa:171.17,WINNER_OF_DUPLICATES
al ekhbariya sa,openepg,saudiarabia1,Al Ekhbariya.sa,Al Ekhbariya.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Al Ekhbariya.sa:171.17,WINNER_OF_DUPLICATES
al hayat sa,openepg,saudiarabia1,Al Hayat.sa,Al Hayat.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Al Hayat.sa:171.17,WINNER_OF_DUPLICATES
al kahera walnas 2 sa,openepg,saudiarabia1,Al Kahera Walnas 2.sa,Al Kahera Walnas 2.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Al Kahera Walnas 2.sa:171.17,WINNER_OF_DUPLICATES
al kahera walnas sa,openepg,saudiarabia1,Al Kahera Walnas.sa,Al Kahera Walnas.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Al Kahera Walnas.sa:171.17,WINNER_OF_DUPLICATES
al masriya sa,openepg,saudiarabia1,Al Masriya.sa,Al Masriya.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Al Masriya.sa:171.17,WINNER_OF_DUPLICATES
amman sa,openepg,saudiarabia1,Amman TV.sa,Amman TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Amman TV.sa:171.17,WINNER_OF_DUPLICATES
bahrain sports sa,openepg,saudiarabia1,Bahrain Sports TV.sa,Bahrain Sports TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Bahrain Sports TV.sa:171.17,WINNER_OF_DUPLICATES
bbc arabic sa,openepg,saudiarabia1,BBC Arabic.sa,BBC Arabic.sa,39,38.9,100.0,197.81,3,openepg:saudiarabia4:BBC Arabic.sa:183.76;openepg:saudiarabia2:BBC Arabic.sa:171.17;openepg:saudiarabia3:BBC Arabic.sa:154.94,WINNER_OF_DUPLICATES
bigg sa,openepg,saudiarabia1,Bigg.sa,Bigg.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Bigg.sa:171.17,WINNER_OF_DUPLICATES
cbc drama sa,openepg,saudiarabia1,CBC Drama.sa,CBC Drama.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:CBC Drama.sa:171.17,WINNER_OF_DUPLICATES
cbc extra news sa,openepg,saudiarabia1,CBC Extra News.sa,CBC Extra News.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:CBC Extra News.sa:171.17,WINNER_OF_DUPLICATES
cbc sofra sa,openepg,saudiarabia1,CBC Sofra.sa,CBC Sofra.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:CBC Sofra.sa:171.17,WINNER_OF_DUPLICATES
cbc sa,openepg,saudiarabia1,CBC.sa,CBC.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:CBC.sa:171.17,WINNER_OF_DUPLICATES
discovery id sa,openepg,saudiarabia1,Discovery ID.sa,Discovery ID.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Discovery ID.sa:171.17,WINNER_OF_DUPLICATES
fujairah sa,openepg,saudiarabia1,Fujairah TV.sa,Fujairah TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Fujairah TV.sa:171.17,WINNER_OF_DUPLICATES
jordan sa,openepg,saudiarabia1,Jordan TV.sa,Jordan TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Jordan TV.sa:171.17,WINNER_OF_DUPLICATES
kidzone max sa,openepg,saudiarabia1,KidZone Max.sa,KidZone Max.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:KidZone Max.sa:171.17,WINNER_OF_DUPLICATES
ltv sa,openepg,saudiarabia1,LTV.sa,LTV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:LTV.sa:171.17,WINNER_OF_DUPLICATES
oman al thakafeyah sa,openepg,saudiarabia1,Oman Al Thakafeyah.sa,Oman Al Thakafeyah.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Oman Al Thakafeyah.sa:171.17,WINNER_OF_DUPLICATES
oman mubasher sa,openepg,saudiarabia1,Oman Mubasher.sa,Oman Mubasher.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Oman Mubasher.sa:171.17,WINNER_OF_DUPLICATES
oman sport sa,openepg,saudiarabia1,Oman Sport.sa,Oman Sport.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Oman Sport.sa:171.17,WINNER_OF_DUPLICATES
one sa,openepg,saudiarabia1,One TV.sa,One TV.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:One TV.sa:171.17,WINNER_OF_DUPLICATES
riyadh season sa,openepg,saudiarabia1,Riyadh Season.sa,Riyadh Season.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Riyadh Season.sa:171.17,WINNER_OF_DUPLICATES
rotana clip sa,openepg,saudiarabia1,Rotana Clip.sa,Rotana Clip.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Rotana Clip.sa:171.17,WINNER_OF_DUPLICATES
rotana drama sa,openepg,saudiarabia1,Rotana Drama HD.sa,Rotana Drama HD.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Rotana Drama HD.sa:171.17,WINNER_OF_DUPLICATES
rotana m sa,openepg,saudiarabia1,Rotana M+ HD.sa,Rotana M+ HD.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Rotana M+ HD.sa:171.17,WINNER_OF_DUPLICATES
rotana music sa,openepg,saudiarabia1,Rotana Music HD.sa,Rotana Music HD.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Rotana Music HD.sa:171.17,WINNER_OF_DUPLICATES
roya sa,openepg,saudiarabia1,Roya.sa,Roya.sa,39,38.9,100.0,197.81,2,openepg:saudiarabia5:Roya TV HD.sa:190.81;openepg:saudiarabia2:Roya.sa:171.17,WINNER_OF_DUPLICATES
saudi quran sa,openepg,saudiarabia1,Saudi Quran.sa,Saudi Quran.sa,39,38.9,100.0,197.81,1,openepg:saudiarabia2:Saudi Quran.sa:171.17,WINNER_OF_DUPLICATES
